MSE,RMSE,PSNR,SSIM,UQI,MSSSIM,ERGAS,SCC,RASE,SAM,VIF
13840.244140625,117.64456698303157,6.7193660976515766,"(-0.06472018638186364, -0.0652155884569295)",0.6072910489405331,(0.0932714133788165+0.1581666370234202j),43426.76557355158,-0.028192181869664032,6274.590069196899,0.6588840481435296,0.024423339937728588
16841.743815104168,129.77574432498614,5.866933039852512,"(-0.06996926200114904, -0.08001424918435539)",0.5861016397256854,(0.03718520435724106+0.051214870534403156j),50114.891449598574,-0.009288582361731667,7257.885933432277,0.7721647783118201,0.02755799426009044
10349.881510416666,101.73436740068061,7.981449830234537,"(0.01807503523662968, 0.0187980376542503)",0.6706832112099116,(0.2217275895512603+0j),37402.24330709351,0.008998775927048102,5389.018936213477,0.556662368646176,0.036460038631333895
12316.337239583334,110.97899458718904,7.225987888468067,"(0.046548208503302074, 0.03751893509409079)",0.6281877561962058,(0.4086758445306207+0j),45660.871209774596,-0.07961314671084824,6585.599643164008,0.6449732863313289,0.03417022057008432
7469.7802734375,86.4278905992591,9.397725338098214,"(0.17216055186668297, 0.1893893576862512)",0.7291360121404421,(0.5117695521258133+0j),27491.94704779328,0.0019414556411004962,3960.459389720688,0.47915425527706274,0.03951364538278888
13087.746744791666,114.40169030565792,6.962154783001097,"(0.03251312582353727, 0.03960258588215948)",0.6328891992695221,(0.3382362666212177+0j),39834.36760341801,-0.003871667359165941,5764.203947586074,0.6770244264265584,0.026319918052348356
9409.412434895834,97.00212592977452,8.395178558518646,"(0.26751956794130405, 0.29414151917448034)",0.6563778755185192,(0.5772259315226931+0j),34710.72824877695,-0.049101288515052875,5027.706729876162,0.5247081539844136,0.05222848728870499
13730.009440104166,117.1751229574954,6.754095250307373,"(0.17166864783454036, 0.20546439807148165)",0.47138192889364255,(0.36524983750187845+0j),124351.02477850056,0.0005013708776925932,17954.05989011497,0.6001385126836989,0.03729306286145127
8738.805989583334,93.48158101777769,8.716282631945347,"(0.10229079354935117, 0.09431296836475755)",0.6412073569578614,(0.253277280359089+0j),25492.830165238716,-0.05883599780630875,3679.3255546700593,0.4900719832220671,0.02831940996157172
10107.300130208334,100.53506915603298,8.084451988617893,"(-0.058752451375972514, -0.05563575668851678)",0.6108442341203103,(0.16266422881705417+0.20382432249532723j),27552.75170414508,0.03617516590420415,3976.6387708692328,0.554105193339053,0.030280478813702123
9141.267252604166,95.60997465015963,8.520739547770567,"(0.2910014168952481, 0.30356776616385367)",0.7491511711833109,(0.6354059341190595+0j),32141.75410178105,-0.025889093107326327,4647.6720001686945,0.5214347083087999,0.07904081058570166
15692.570963541666,125.26999227086137,6.173862596130365,"(-0.22519000801048472, -0.24913575443880412)",0.5864514796053825,(-0.06325183215549444+0.1455387132942741j),46846.46424164562,-0.015049298699196715,6759.666152800313,0.7374809360541642,0.024251722199976136
10921.710286458334,104.50698678298181,7.747897087802015,"(-0.01896955891433322, -0.01908028576471531)",0.5512360800179362,(0.20815241136073273+0.2608227053354578j),49717.79716021122,0.010614073360345937,7180.470629867821,0.6056751115618807,0.02051320538390625
7349.3759765625,85.72850154156725,9.468298954491118,"(0.16647438155968014, 0.17488626511932373)",0.6957096917622181,(0.4709013784321749+0j),26637.03736347579,-0.01490471978478937,3843.99593765882,0.4814542031555367,0.04240602600468738
15242.134114583334,123.45903820532271,6.300345822305157,"(0.03615904725834324, 0.033690622413507905)",0.5902092202699919,(-0.019771956509445878+0.071654615174283j),54808.35251372574,-0.006151073820243203,7921.239365105625,0.7224282784213835,0.025160581108319095
9577.437825520834,97.86438486763626,8.318310195415199,"(0.1078065635658098, 0.12516822847140394)",0.6675389297677522,(0.3820224054503076+0j),38462.14730442161,-0.03369936495711325,5538.2308920643345,0.5200405037422998,0.038195729940243235
12819.277669270834,113.22224900288298,7.0521680628478425,"(0.00833273484775886, 0.00783790424238971)",0.6438128752633936,(0.0769588416964485+0.09643228805053163j),45548.464274070284,0.07933737804065769,6572.691176604361,0.6203847367405521,0.029645226807237784
14136.375651041666,118.89649133192142,6.627422835509467,"(-0.06832303291411096, -0.08532527926526333)",0.5552919839336677,(0.11256511285771398+0.19088426669976863j),52320.87420583013,0.006826205880271511,7568.724890847832,0.7154639613695916,0.02457522174109107
18038.4150390625,134.30716674497492,5.568819856458615,"(-0.14903580755728438, -0.1708507067410716)",0.5344737221984542,(-0.06914704090382291+0.2505925300835438j),52858.73304907062,0.003401938871963111,7627.539067950352,0.8322590432318057,0.022427746265916274
14158.207682291666,118.98826699423631,6.620720822993103,"(-0.11461659540370706, -0.13657507160031995)",0.6000783001486119,(-0.02748105960433234+0.06323228780069978j),31970.271998846594,-0.03358660721586557,4615.565880249367,0.6948914406844396,0.023198167333040916
21830.672200520832,147.75206326992807,4.7401325234693665,"(-0.14887117024827998, -0.17814840720762382)",0.4114262217637579,(-0.09577265641731923+0.2203672005814055j),98044.00973412296,-0.051032639610398924,14124.149140154921,0.9473476351250222,0.020701235138087002
18505.634765625,136.03541732072938,5.457763743559806,"(-0.05470459718487216, -0.063818953759382)",0.5465434486849311,(0.04924212287291509+0.06782076342910896j),58046.87957611144,-0.00707442858445089,8369.381342078106,0.8201244948568075,0.027019112298514336
13929.947265625,118.02519758773971,6.691308885423977,"(0.18431840011551437, 0.25387313959575264)",0.4281646451436149,(0.4406808505091991+0j),107275.51798436354,0.011563763890822816,15490.850263594766,0.5957313896444034,0.0520990023475949
8579.346354166666,92.6247610208343,8.796261599180662,"(0.08117484962588883, 0.08820719281440037)",0.699663165711824,(0.2638400677232328+0j),30426.29920072644,0.020774057508462347,4390.656381145616,0.5295348647732049,0.03080120370994252
17703.430013020832,133.05423711036352,5.650229424489773,"(-0.20089720809736988, -0.22813907260491942)",0.5028175093005931,(-0.130783492552178+0.30092505746526177j),58167.31294600099,-0.014015849939937874,8396.4381045793,0.8254701863784629,0.020873645885789893
18748.939453125,136.92676675188457,5.401036542805543,"(0.04955875346995958, 0.0729881633560198)",0.4855851614946574,(0.17917194671018097+0j),79240.06950839126,-0.010705701871664563,11485.486772962588,0.6775442925383265,0.04268066349496081
12028.29296875,109.67357461462629,7.32876363358122,"(0.08829666495704974, 0.09702512744950298)",0.6721195671716949,(0.32568585838553493+0j),38759.05996622623,0.03270794545952703,5615.111644088179,0.5771863843163886,0.038343513591021845
22809.1689453125,151.02704706545944,4.5497089887227835,"(-0.1721849378290892, -0.20333556655936005)",0.38099392143788163,(-0.0792736198295156+0.18240389621923297j),117389.36170443328,-0.04903084717161685,16952.78332991876,0.9890751280870237,0.020468498238123026
9932.684895833334,99.6628561492863,8.16013702721405,"(0.1648659352584052, 0.17703386359812226)",0.6887333499888753,(0.477764203315239+0j),37377.29189052083,-0.008304539892602736,5385.499388289986,0.5152505116661579,0.043771317704126615
10135.783203125,100.67662689584411,8.07223048129605,"(0.05741893883971224, 0.060692827635349854)",0.6843395280110339,(0.1568958418925423+0j),33636.34094106386,-0.03927768545505387,4852.490256385121,0.577305817240204,0.028432232653017298
13579.373697916666,116.53056980001713,6.802006208064336,"(-0.05339597031491325, -0.054277341190671596)",0.6244696005918747,(0.11235623166957857+0.14078653287648257j),42621.88251135044,0.07658248479708935,6151.905597273185,0.6543956271041754,0.024916603010739797
14182.66015625,119.09097428541762,6.613226643771325,"(0.1700282625327233, 0.19258984146042268)",0.5584669992576049,(0.3496828120157092+0j),71693.84006866379,0.07465118639487645,10347.586749876873,0.7154579208357417,0.03760745699726099
9355.162760416666,96.72209034350253,8.420290131434868,"(0.09596845887629607, 0.10230050480219094)",0.6655141074261678,(0.4151587156895045+0j),30850.220524750584,-0.1019738071792839,4468.356487856313,0.5546938048359976,0.037573046042044644
