MSE,RMSE,PSNR,SSIM,UQI,MSSSIM,ERGAS,SCC,RASE,SAM,VIF
13361.8310546875,115.59338672557138,6.872143845803597,"(0.009248613016549558, 0.01555015152593218)",0.22763146992052863,(0.1871175085528802+0j),36847.347513486835,0.008174046955778688,5317.655787042177,0.9086321329061263,0.022890409521194532
8174.199869791667,90.41128176168982,9.006351082989914,"(0.031118024148141715, 0.04280098887824966)",0.3251817597491627,(0.21600173198577516+0j),58132.413741177996,0.0030694318210609957,8383.303148074334,0.9990715875938837,0.01787599320444926
18240.513671875,135.0574458216762,5.520432965180765,"(0.022031693218274556, 0.05142468722328017)",0.15859012684891335,(0.1902576953686962+0j),44120.926576481055,0.01831318973841341,6363.920168581204,0.9613978723715837,0.024897491435744285
13079.94140625,114.36757148007472,6.964745623689047,"(0.02659025058662724, 0.05279123953870421)",0.22706256544121584,(0.29991324449549145+0j),38411.987871911115,-0.01649465462661332,5443.470182867729,0.874057166752417,0.03112340972953791
12124.544596354166,110.1115098268758,7.294149255939983,"(0.0022689416912560433, 0.003140382964267921)",0.24420211769115385,(0.1017578005855404+0.12750630494359727j),38029.136167174554,0.005296172723801997,5479.985837002193,0.8975508899562769,0.02410545323268849
9970.2294921875,99.85103651033123,8.143752059621116,"(0.007937519985481613, 0.01522025708602003)",0.24731014988306976,(0.17285224890879866+0j),46486.68066095599,-0.01008160058409329,6708.167922581588,1.0161636962738116,0.020707124123484695
13725.31640625,117.15509551978522,6.755579959494585,"(0.012025732483079553, 0.017438377066160037)",0.23928022444149435,(0.06536463767346291+0.08190431962721302j),40242.53651081762,-0.019748915681762975,5791.148371419709,0.931965700508847,0.020147545231707597
18248.325520833332,135.0863631934524,5.5185734141383325,"(0.007150001091426661, 0.01696197327471274)",0.16747475386365962,(0.20038551066198165+0j),41892.779258405724,0.007438006264118648,6002.6232095866935,0.9720794464106525,0.02212196349950558
9835.235677083334,99.17275672826351,8.20295589695374,"(0.006770335888387324, 0.009837117331177633)",0.29585263990580535,(0.22519271961276316+0j),39635.02080798736,0.0014924070061956077,5665.663419180982,0.9397999719139533,0.022742466135877673
17798.790364583332,133.41210726385867,5.626898729319148,"(-0.002302761175047586, -0.005780581803237793)",0.2463149372809821,(0.0643228187920573+0.08059888186004321j),39422.91023806119,0.0023999311413235042,5658.89818420787,0.9160749984603372,0.01882657680568918
4617.836588541667,67.95466568633582,11.48641800400721,"(0.0019022572404343192, 0.002310705832708558)",0.425846913720213,(0.1535671340399536+0j),41799.59602527374,0.02440837144420108,6031.702151410804,0.9260603147496894,0.02127247921291837
10547.96484375,102.70328545742828,7.899116872427996,"(0.007727750380064689, 0.015195881671756083)",0.2795039665648385,(0.05167295145878561+0.06474812808577793j),37074.847234466986,0.013843959029376525,5350.9496066366655,0.9142039306701135,0.02310674839491551
11555.784505208334,107.4978348861424,7.50280926438527,"(0.01947519585983402, 0.03612825765494809)",0.26384726948649256,(0.22114864346669447+0j),36425.312227116454,0.0165129197357804,5253.765456911897,0.8779113530367656,0.02400967163940888
12580.705729166666,112.16374516378573,7.133753568265405,"(0.0038401833749932696, 0.0008537943341438009)",0.3256568830525046,(0.08090749930580134+0.10138010274737896j),45115.13379084064,0.0047271714882789985,6512.2605025573475,0.969874074336948,0.018855242616878366
11860.066080729166,108.9039305109286,7.389932520743978,"(0.0078439111171882, 0.012289537769563782)",0.2746870884853136,(0.10837561192707336+0.13579866843924263j),38178.4431448567,-0.004564240062767261,5508.851794748596,0.9251168046432419,0.022773489008178775
12318.815755208334,110.99016062340091,7.225114010669858,"(0.007227031920303333, 0.01524611258576502)",0.23773787016430603,(0.15373553538816412+0j),44030.05379706359,-0.0021560112121368677,6332.305280263154,0.9911499495585275,0.0189745497501073
5984.754557291667,77.36119542310387,10.360340167519823,"(0.017746531546163184, 0.023974349855630853)",0.47018139836711,(0.1612473377397533+0j),41308.80069518783,-0.016853836100281263,5951.497127514659,0.9465437548304115,0.02547276924523088
9967.573567708334,99.83773619082282,8.144909111227065,"(0.001981193982754154, 0.004450321356821124)",0.27910964219159845,(0.17897058262872353+0j),37772.32888251935,-0.026814153238233943,5451.966062060406,0.9167732428640661,0.022176788955695168
14677.373697916666,121.15021129951307,6.464320090032782,"(0.013671558699317257, 0.027989037498731356)",0.2141078256827382,(0.214863417506208+0j),40041.81801260712,-0.008660100880006886,5779.506719165083,0.9605220730401177,0.020222762354793682
