MSE,RMSE,PSNR,SSIM,UQI,MSSSIM,ERGAS,SCC,RASE,SAM,VIF
4197.744140625,64.79000031351289,11.900643967742344,"(-0.003274120229056713, -0.003201588949088053)",0.8069280880082643,(0.0720730002759584+0.122219055773689j),29127.803309982475,-0.025373674325788406,4204.842757282046,0.5963987734819801,0.03303656159276767
5486.037434895833,74.06778945598305,10.738215941081089,"(0.049631237660901356, 0.05273290650025255)",0.7289321149994388,(0.35101413173293766+0j),34562.783736387006,0.009087741363480445,4999.166150609493,0.6780988438630459,0.03267247446542018
4754.190755208333,68.95063999128894,11.3600375767172,"(0.0035104085341878207, 0.003442813960280141)",0.7970555400550255,(0.1089009129994781+0.1364568902005211j),28091.90821390519,0.0086382767355881,4044.724081300009,0.5942078324595453,0.037341369955124666
5583.785807291667,74.7247335712324,10.661516103673176,"(0.01904121061870862, 0.019805630691901402)",0.7521043129020936,(0.23663750017151705+0j),32687.871398682724,-0.015601610703966061,4710.064657396801,0.6432929262479133,0.03082384835591871
6999.569986979167,83.66343279461563,9.680090005705772,"(-0.007584385794976303, -0.0071313388104160234)",0.7260021864243061,(0.22558940706484518+0.031961526962196354j),28059.270097044544,-0.009600090557297518,4038.040637322635,0.5743344529721386,0.03022688329997122
6789.475911458333,82.39827614372969,9.812441090537058,"(0.020697114883982064, 0.02148873233303779)",0.7086539567135093,(0.1433393122983573+0j),33398.5209777207,0.009643272224318659,4813.298313488967,0.6764612471563333,0.02933021455640124
15115.8330078125,122.94646399068377,6.3364827546536215,"(0.02880589853776126, 0.03065508611561499)",0.6191780721954553,(0.2661727372242277+0j),36173.89942356395,-0.005414458665194885,5235.958863513968,0.6680329827272873,0.027086771829800422
5937.2216796875,77.05336903528294,10.394970962659718,"(0.020849256673646555, 0.024951818509588202)",0.4771186534652876,(0.28829739282941347+0j),110835.52896783379,-0.001041794189577917,15995.881983902942,0.7391188499447642,0.031358377964552264
13090.466796875,114.4135778519097,6.9612522740406195,"(0.010412873093073797, 0.013078221096273572)",0.6310616626142899,(0.2689078383390513+0j),26175.435612270237,-0.01832896803056994,3777.5707137824047,0.5250518824173901,0.030378871265272597
10856.800130208334,104.19596983668963,7.773785181719095,"(-0.0008041897067810848, -0.0017188564931869)",0.6512297473808368,(0.14153257317197296+0.02005234737003739j),24789.95522065509,-0.015757796844365148,3577.8941701318818,0.5211099579184109,0.039891036724086844
5662.7646484375,75.25134316699935,10.600518486867102,"(0.03990031527284541, 0.04116282668896682)",0.7649063121364906,(0.3127428767702261+0j),31250.814788613392,0.023216850516686927,4505.905630211095,0.6274938261790738,0.031818903929740426
5213.159505208333,72.20221260604369,10.959793477820472,"(-0.016980971079113685, -0.01752101807850658)",0.7711482878787782,(0.13782957646706553+0.23372692449312918j),31417.043725977986,-0.025079733216934557,4533.598571806073,0.6716953163523263,0.031613913756289636
12136.839192708334,110.16732361598122,7.2897476308246745,"(0.004931140739704001, 0.005352029852434222)",0.6124935368265442,(0.10881469388023307+0.1363488544406367j),45377.739335072954,0.00011989455950459776,6547.999886345445,0.7242221409125985,0.02499906017895687
8462.278971354166,91.99064610792864,8.855930224863588,"(0.022630337708184414, 0.024565107097687718)",0.7228092470406983,(0.31927893387677886+0j),26340.740373544126,0.003200258412520203,3782.1163452146557,0.5564598107247173,0.03032686146526484
5708.440104166667,75.55421963177614,10.565629122902472,"(0.023441088743390303, 0.024361842486880725)",0.6981075685808941,(0.1476346580449293+0j),40929.26971860156,0.038233157671599204,5912.733148527091,0.7018582779747038,0.030908297562027565
4894.6611328125,69.96185484113825,11.233577307642765,"(0.00014932015219448267, -1.268769153063507e-05)",0.7640344113587121,(0.17600669172096547+0j),32153.23212253161,0.013583825426557228,4619.488478670547,0.5947074273478087,0.03031292272840359
4982.810221354167,70.58902337725156,11.15606014212245,"(0.00360763249563041, 0.003260162902565674)",0.7246026651294436,(0.11473785469824237+0.14377079502057472j),37100.304074292304,0.012593674952663095,5351.764033869778,0.6530383747060057,0.029947582843680348
6576.633463541667,81.09644544332178,9.950767229309776,"(0.00689472887719383, 0.008397489827677728)",0.7148423396035378,(0.36758529093183623+0j),33765.43501329069,-0.002348549093376793,4880.364300137834,0.6652461683138103,0.03120652278845137
5407.6494140625,73.53672153463533,10.80071832977512,"(0.013771168022691812, 0.014497799131716884)",0.757269366985685,(0.14241830303469727+0.1784554252528935j),31508.837687616044,-0.006895395202706306,4545.572765885237,0.6747236014148369,0.028889575316544458
