MSE,RMSE,PSNR,SSIM,UQI,MSSSIM,ERGAS,SCC,RASE,SAM,VIF
26184.985677083332,161.8177545174921,-2.104448987710607,"(0.0009019526462551806, 0.004738557489387781)",0.28154955772997603,(0.044672960839514775+0.05597687975526028j),128832.96945611497,-0.01080574213230163,18593.869689013056,1.1070492681606396,0.02114513355409289
32615.982747395832,180.59895555455418,-3.058230268071201,"(0.004907745528827424, 0.0034980810578715397)",0.10734140477979186,(0.021264792959110428+0.03606014605655885j),305840.16479088203,0.0006396634040050815,43903.92403974141,1.3415315213653425,0.021044653993475788
39471.647786458336,198.67472860547295,-3.886778149530402,"(-5.398094286625157e-06, 0.018398495755050398)",0.03304835342277503,(0.006916910531846509+0.009526602946249126j),5137629.498707154,0.006675785958527115,23461.8856311815,1.501295565891936,0.00749466054368027
47836.266276041664,218.7150344078835,-4.721498327684284,"(0.006198122859062099, -0.01850163218319463)",0.0900409682116214,(-0.061501657701482186+0.027351439486590395j),422528.5378195184,0.014623409158282627,-57322.68466439497,1.79413309841206,1.5167094737807806e-05
47254.055013020836,217.37997840882412,-4.668316406522141,"(-0.007678733243703331, 0.021498328113497472)",0.09296423829903844,(-0.0048315064022052285+0.042066118438392135j),415514.252239281,0.010958049351655189,-58994.77303377486,1.7765787434760545,0.0007098413481542412
32245.660807291668,179.57076824275066,-3.00863839408579,"(-0.005851861719824973, -0.019123043648285615)",0.10657818644166055,(0.05986205423761072+0.008481261090321882j),306151.47347142175,0.005060680595735073,43854.25436991504,1.3237111212534145,0.02109716327096313
30305.385091145832,174.0844194382307,-2.7391236505800824,"(0.00545748559865256, 0.011793494110836564)",0.10622918456746994,(0.07107184103754335+0j),324845.2983179956,0.003130422921670307,46786.626104179355,1.2973463614563256,0.024509706606365294
30992.8759765625,176.04793658706285,-2.836544364505733,"(0.008762078028354275, 0.023327946806821057)",0.1054890138152259,(0.09962033225041235+0j),278007.62485714204,0.003954198808242542,40070.53893972859,1.2879146704936821,0.02231960161971683
48334.723307291664,219.85159382477005,-4.766517949000933,"(-0.005233011831672053, 0.005424390478995507)",0.27700489704284886,(-0.010383592821017931+0.09040605746183279j),217603.42633592698,0.016455046970339324,-31374.896140103137,2.141226924190205,0.0007813634869823166
54612.877604166664,233.69398281549027,-5.296876186134748,"(-0.004239160990339382, 0.0020040083469535486)",0.3802243825420221,(-0.005689047540153874+0.04953240826019107j),168238.88535137416,-0.009090041698728018,-24262.346166650557,2.2123418762284435,0.0005079314302324145
35713.0263671875,188.9789045560046,-3.452192125059867,"(0.005960570724612376, 0.01690086492868414)",0.06831058749670785,(0.07660475735305428+0j),471978.2688064554,-0.013396114565087935,65388.15926483298,1.3991687369294887,0.020303536741537526
28344.98046875,168.35967589880303,-2.448687201624019,"(0.0023066592383245766, -0.000629804240162774)",0.22490653139160652,(0.03147226480099735+0.03943591714728785j),158476.71800255936,0.005120787228482856,22846.331744438696,1.1851556881677647,0.02174339242769381
