MSE,RMSE,PSNR,SSIM,UQI,MSSSIM,ERGAS,SCC,RASE,SAM,VIF
5021.8701171875,70.86515446386538,11.122148846929583,"(0.21017659303408223, 0.2248382928648854)",0.8080290560722477,(0.4359053244730592+0j),20812.617010107773,0.04770237437491404,3002.5827869292343,0.5210994861174086,0.047459829160794026
7541.153645833333,86.83981601680955,9.356425715373467,"(-0.0006882113489723403, 0.0029479158570562894)",0.5107505449415569,(0.24755488149377447+0j),74864.1070843221,0.034265680139053706,10796.785472668675,0.803808157442488,0.038175282263372586
7786.215494791667,88.239534760739,9.217539415905971,"(0.1415402863102352, 0.15950790920672167)",0.6881754028248767,(0.4144626659833464+0j),31539.301120358803,-0.027277030375006357,4547.991278572033,0.5704628402432971,0.04174209609199755
5571.02734375,74.6393150005411,10.671450707964416,"(-0.0846750119147921, -0.09231150655526882)",0.7747275706628319,(0.17715330905676013+0.30041083453166695j),22637.007671255407,0.009094974289122853,3229.1226434457226,0.5352627618689542,0.03933863133315913
4466.414388020833,66.83123811527685,11.631213469954485,"(0.0951495793666932, 0.10010029385966457)",0.8115147055852795,(0.24177447674452543+0j),21319.08278669066,0.0657644957021001,3073.94709315691,0.49635653461044377,0.04093407505274929
4756.614908854167,68.96821665705274,11.35782368104599,"(0.2451119548022521, 0.2508815874073012)",0.7530578270658563,(0.5304418475130286+0j),34891.82158874215,-0.02107231927447192,5036.270675018775,0.6056085366204719,0.05178963840424816
4829.296875,69.49314264731449,11.291964569355091,"(0.117385553530945, 0.13009323314652732)",0.7845007946794231,(0.4103578900075691+0j),25692.869136360103,-0.035166652208575115,3710.356938221652,0.5063274039164395,0.03870741983345113
7693.607421875,87.71321121629855,9.269503388741349,"(0.1216172110433678, 0.1329369710089141)",0.7238219681538727,(0.33844063416153763+0j),26076.229713538494,0.017803086527156894,3734.222655351624,0.5634778251768028,0.0364640518454269
5194.668619791667,72.07404955871195,10.975225127641624,"(0.04363860768818601, 0.0467968682116188)",0.7286441031047571,(0.16298790614055753+0.20422990220790418j),31607.023677180678,0.029405694700657643,4548.25857214221,0.6117952194929153,0.03251457027494122
10745.399739583334,103.66001996711815,7.8185778455221495,"(-0.2572107339901977, -0.2846657356282321)",0.6459939596697791,(-0.1276587460844011+0.293735201222472j),34564.98606707716,-0.025482753914476398,4985.883778708677,0.7035992970817116,0.027801646196141117
5479.805989583333,74.02571167900605,10.743151781399147,"(-0.20941125519560902, -0.26474126682914384)",0.5830805357424792,(-0.13688987598593857+0.3149754834773687j),63932.58197822515,0.03508737333392602,9227.879846734788,0.707927985517594,0.03201404886475172
5404.65625,73.51636722526487,10.803122839431744,"(0.05651167723078345, 0.05962446601806184)",0.7776052857008077,(0.30904116655384034+0j),25550.221106015768,0.018256646602408527,3688.2010448864103,0.6121410534847649,0.039924388601013466
5619.244791666667,74.96162212536937,10.634024091513014,"(-0.08612648647398385, -0.09071721545461044)",0.7650014629748657,(0.10208184228177772+0.17310707654110644j),25618.566363989266,-0.05494571862094686,3696.1421493303455,0.5930553799829233,0.03402071263342364
8664.240234375,93.08190068093259,8.75349875351178,"(-0.03767776849004854, -0.03629950461308836)",0.5886220141978676,(0.07318361552664376+0.09170178939128122j),55024.01266381903,0.02176527853331199,7942.482611410129,0.7513943174452983,0.029164328697561845
6966.562825520833,83.46593811562195,9.700618028697342,"(-0.08271742397329947, -0.08863364625758009)",0.7300072425951901,(0.11067517722066814+0.18767937515718858j),30459.287841921854,0.030239964620924698,4394.838538727247,0.6741676830213166,0.030827941031836004
5405.693359375,73.52342048201376,10.802289543754268,"(0.23333841107100595, 0.24267636096418763)",0.7687586977725555,(0.5303268418486212+0j),29222.560717975062,-0.01594634424235837,4215.714675728526,0.5919751113849129,0.046471495340258746
7154.766927083333,84.58585536059402,9.584848700719439,"(-0.24675646466201986, -0.27762019197066096)",0.4954889806811618,(-0.11468847730913405+0.2638913822483004j),67165.35227146685,0.04836964760448329,9691.977725776876,0.8130221755006776,0.03680032092636165
5397.025390625,73.46444984225363,10.809258996338267,"(-0.032325407776886576, -0.027179201936985826)",0.7243691719288993,(0.1662511784450296+0.20831890365225278j),31667.716035456455,0.044357976882466794,4570.841094422853,0.6243158522997955,0.03151774568476647
4898.065104166667,69.98617795084017,11.230558074797003,"(0.35845100976699246, 0.372513951653971)",0.8144524030231972,(0.6093329922772422+0j),22332.631065124613,0.04257140920352012,3216.5582956209823,0.49627898053360125,0.08464159469464355
5023.418619791667,70.87607932011807,11.120809898574514,"(0.08238040024312189, 0.08297681056817928)",0.7798465536995959,(0.16356614789291848+0.2049544606081782j),27194.75853671138,-0.029452999990086576,3924.857387601371,0.5952276044288949,0.03340819871542137
5299.582682291667,72.79823268659527,10.888386886093102,"(0.2636555977807513, 0.2735644178222826)",0.8000617019101751,(0.5577851968120134+0j),23498.428622219068,-0.011932070522283456,3380.762566116897,0.5230414493190259,0.055827776344913815
7187.4130859375,84.77861219634053,9.565077548607928,"(-0.10989242881043519, -0.11727431077362978)",0.714877106200687,(0.12504472067675285+0.017716346983622018j),33545.31299572041,-0.012455867107098872,4838.736721491132,0.6842310190627089,0.03305169875944405
5799.370442708333,76.15359770036038,10.496995100804249,"(0.022705448119337345, 0.0366622595143194)",0.7048119516134669,(0.20724787198911168+0.25968928389466667j),32983.98584427766,0.05294044100691191,4767.920010848324,0.6321129112999754,0.03334527659043146
5068.282552083333,71.19187139051293,11.082195424643064,"(-0.05069164461454522, -0.05412317630387398)",0.7264797750277169,(0.13901751328881615+0.2357413892180228j),33978.61892436879,-0.03497386989946435,4912.393599288246,0.6401221355261111,0.031683247314527464
5268.085286458333,72.58157677026817,10.91427563610356,"(0.0901313444434471, 0.11882663937802634)",0.5865930292042654,(0.10468301988736252+0.13117171341527j),71040.03225687893,-0.05721719436189008,10252.172976625588,0.6874976967861611,0.038102432150242005
